orderid_sha256,customerid_sha256,productid_sha256,orderdate,quantity,orderamt,salesrep
db91ad08a11ff41dfb6d61127b0d561b3ae0e5ed10395e6cb3f25372ebdd6d0b,96484cccb4c2949ac2eafbef707b4db33491a071ec486108f7c094db49ef4af3,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-12,58,2622.76,Leslie
f4b74579b24f01184daa9edb1156247211fb4f6b67b8ec3b81814e8eeb8791fd,eec47c0810c599d8920060e80bc6a27c7363c2090eee39095c04f25b65cd4e7d,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-12,6633,67457.61,Harry
814a76822c53611d1be66ef1f7a93c9a98a1a7d82e18234c0582a9a2040a319c,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-12,207,13098.96,Harry
ed76eadd53d020646bcb4880a0d17517d4275d37b8515c1f594aff69ca634d1b,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,f6aed4fe9e1e49b8edc9aec1436f8c2d6f49372789a6cbe3a04718664d272660,2022-10-12,277,12140.91,Róisín
856b9705dbec4a9e18627d0b8fe8d0119ce617f1da16df462c362f459568f049,b652c6806e449420277b8727c799622bfe2d2476788aa62088b2fc34d993bfa2,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-12,242,2461.14,Róisín
d14ac5a14c153c83770086e0fa18bf28077b0233c268eb2ca501749d9dd1dbbb,5b95da2d3df4ee4675da425ef77af7c2a59f108030bb0344e6a6924aed5c042a,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-12,155,1576.35,Leslie
912d67e0b151b234d87940ac8626dc5a97f6ba73e9def0cad64cc45f64dcbd13,867abca2e9735ad6dbc915c1af269e472c71157ad6c66f2323b6a5c4dcf7b804,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-12,5956,269330.32,Róisín
ed425c6feb230dccadc80c3e980c9212815978484ae641ad268daec21cdea283,867abca2e9735ad6dbc915c1af269e472c71157ad6c66f2323b6a5c4dcf7b804,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-12,5175,52629.75,Harry
67522fab6c0e87960203ac6a98bda1befd217124e26a8ea842c0fd4689243eaf,d4819ac0aa5fb4f28683b9a0ddf763a5ec73fd7d57cc13783f795f3b53da6020,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-12,9051,92048.67,Harry
4036fe3c5aaf918ea14002d3b101342e5ea67d4e637558b35ddf8125beb4a0d3,66489bf71309842ed6774ef60d01211a847d8b23c7af31ca8736d3b82951ba08,e3ee9785c02b31972ff02225909e6000d5d367b1943276674d746d05c074c946,2022-10-13,4712,117752.88,Róisín
c07a32aadecaf5761b7baddecc61dea913a76cc9537e27b4115472be5a76339e,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-13,122,7720.16,Ravi
f97448b9360b0214b941ca9db6b95a2523fa8dbad903e5bb01770c79034cc70a,b07238fe228374e83393927c6ba36313384e0381f8f5c0b212fef30c04440cb8,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-13,412,4190.04,Ravi
e7646070a4cd9c904a364e7e750bc1cf398458123b28e701682d2c1e631ff046,c83f47a6f374d0b5740d69c8f63b69819f13ac20c8c3b1bb2da1238d04c462cc,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-13,7179,454287.12,Róisín
257bcb82ac5a481a11654e40bf2a244aae7d108fd7b43545c8023b1289ffc718,c83f47a6f374d0b5740d69c8f63b69819f13ac20c8c3b1bb2da1238d04c462cc,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-13,6691,68047.47,Ravi
769d89fa68d5e578dd0f4592fc821f0f6abbaf1033147533ec0f6c4d8e6c6c2e,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-13,7062,319343.64,Zuri
453482ae02a485dd6eda2426eae4181835e1451a36229f550d4efb9d8a7a9470,c83f47a6f374d0b5740d69c8f63b69819f13ac20c8c3b1bb2da1238d04c462cc,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-13,426,4332.42,Ravi
fcc829e7dd1db87335c46064982f06853c8a5c39399202b284952458b04f0d5d,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-14,2287,23258.79,Liam
57204251806dead2a0fa57a8ced7cac019acf134ccef4a141a934e49fdf271b1,2ff5b0ebc9b2c50adf33562a0e6686dbda9afb06f96364727f8719cc21a21754,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-14,47,2974.16,Leslie
6a0df1d84e433375ec7966810d37e6b3ce1d544a2c45f8e2723efbfe41a81185,b07238fe228374e83393927c6ba36313384e0381f8f5c0b212fef30c04440cb8,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-14,7709,487825.52,Leslie
8c0906fd5efd19b24aa04cb58ff5d90de07a4507ab16207d901e51cec04e1d85,d6703c0aee6795574fa595f16eb50d10d760f6dffc0fa2f4d220b3bc4741d998,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-14,721,7332.57,Róisín
a93225fd1f7ce130f94e7ab6e4784eeb6e080b9396bfb658085528b517e39757,96484cccb4c2949ac2eafbef707b4db33491a071ec486108f7c094db49ef4af3,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-14,7684,78146.28,Zuri
97b90813f7f65e2bc5da97e487ad3fdccd2c535dde981f56eb9fa65df89f09e1,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-14,452,4596.84,Liam
06041f6fe11a841644f28fda4e85ad7a66370224104fd5a6ca18a4daf697bfe8,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-14,7952,359589.44,Zuri
24d9e83b9e50f5bedd5d11937abb92f0baff8037c2fc4307a4d335d1b5c53c80,d6703c0aee6795574fa595f16eb50d10d760f6dffc0fa2f4d220b3bc4741d998,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-14,582,5918.94,Ravi
b1a593650cd20eb8d3737dbef4c2a5a476d04d77ec6d7aa6343e77442adeab77,5b95da2d3df4ee4675da425ef77af7c2a59f108030bb0344e6a6924aed5c042a,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-16,552,5613.84,Róisín
f44c5e0a30d5deb361269102ae90c47064e59c34af27b3dcc610c74ae5ad926e,1bc83272d84234ac88aada74c7119502aa0e54a2f32b8b0786a76370c5260c96,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-17,182,8230.04,Róisín
912cdef31b10a5d8886fedd1cb940e3a506126f7c11fbda7202c62b4edb1596b,d6703c0aee6795574fa595f16eb50d10d760f6dffc0fa2f4d220b3bc4741d998,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-17,10457,106347.69,Liam
449937d5271942b2d0c07fc71449158bee6643ea7d7ac857b9830d6116b8a310,b07238fe228374e83393927c6ba36313384e0381f8f5c0b212fef30c04440cb8,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2022-10-17,556,98039.48,Róisín
0bbbf3e0b4f05fd3d09b737b923eaed3066fd9b00f5b6a037b3a6ab360dad66c,96484cccb4c2949ac2eafbef707b4db33491a071ec486108f7c094db49ef4af3,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-17,5770,365125.6,Liam
41c3080c5f248cfc29a94b2c08f3bf85bd76feca895c6424fe528a4f32f68297,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-17,6402,65108.34,Róisín
9463d30d5826a9e08e2be88a96f1b4f0f6cc5f79f678ca175e379d5d98f34f13,b07238fe228374e83393927c6ba36313384e0381f8f5c0b212fef30c04440cb8,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-17,12,122.04,Róisín
bb0c30cc3cd79a7b954b6a58338b43ab5c258562b868a12e26fa432eed432da9,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-17,507,5156.19,Róisín
fd928febd4e90f39aa15d8f4f70215bbc4e20e5c40d245628c6f8e73f7b4d16a,b652c6806e449420277b8727c799622bfe2d2476788aa62088b2fc34d993bfa2,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2022-10-17,93,16398.69,Ravi
519b74a02a32927ee8af772a01038d36736eb2aaeb604f8a15719710d72ccc04,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-18,712,7241.04,Róisín
cec0a384f41fb2446aff0043657c7e32479dd58e701084dde0bcc28f161aa2b1,6e228ec7710a983ba1bdde889aec18202a58f1d7fd3ff1d0b1431183806cfa6d,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-18,5614,57094.38,Leslie
cbdbb864a7b15c5903aa09adff018a3d184f25c250b86926a5bc3fd9d9169037,1bc83272d84234ac88aada74c7119502aa0e54a2f32b8b0786a76370c5260c96,e3ee9785c02b31972ff02225909e6000d5d367b1943276674d746d05c074c946,2022-10-18,148,3698.52,Róisín
0cfc13a685bce8a9c47c5ccd42094ee09a84f37a8368e0c0d4aad08205699b53,c83f47a6f374d0b5740d69c8f63b69819f13ac20c8c3b1bb2da1238d04c462cc,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-18,8242,83821.14,Róisín
6a5b01acb5938854fb9425824d8b66d0b236e11bcf8085e016fde962fa5a7366,adea484e43c1b41edfd7032a54d7fccc4fb541fbdc1b2a6ffd40ab58583fc520,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-18,6171,279052.62,Róisín
19700138aba73d2a48b106fe7c2d72ed0b8f228906e7f41e266664a91b451a54,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-19,6727,68413.59,Zuri
7963470b9d91a2d20c21be40a8e42159a59710bcc8933e71dfe007ef770679bc,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-19,484,21886.48,Róisín
c37c78be3c1512f37fbc29202501da461c79df2e2a7c4c848eaafdd9fcb97784,3c69ed81e4d187ec56720ea68f1bed5000ec93c4243bbdf034944ea86b3de9ed,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-19,8894,90451.98,Ravi
d6fcfbd13c5259904b825be40714b27269384a2e540184e009430238487e889c,e49f2829220ace9c60b322244820eb4b38413df0188177a9c686bc78adf78274,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-19,419,18947.18,Róisín
802c1431b1d4066681d2318f84b4c42e9a988619fa17f94e2f105e1b27e6042c,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,e3ee9785c02b31972ff02225909e6000d5d367b1943276674d746d05c074c946,2022-10-19,338,8446.62,Liam
4084d3cef1c2290e1892fc32ffc6a6aa14c4d3fcc067a67710b66e7ef3acef0d,01d7adfdcc31a6b35deaccbe8de5cba72e9f843f48ae4e3945f42a40dd768715,e3ee9785c02b31972ff02225909e6000d5d367b1943276674d746d05c074c946,2022-10-19,384,9596.16,Harry
e7bca8464289691d92f602f8060a1e942c22ff0dbaa07becc19a3ba3513d9a71,2844fb8eb88264f2c78d1018a6d44a2bc73f03f95c4a396aaf015f06fb31aa6e,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-20,7556,341682.32,Róisín
4225b96eae6636e51ed4b87746263b9e5d0e927d67326324fbf1544230fa6fb8,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-20,527,23830.94,Róisín
c4c9fa7faf8b00d11cc65b1cfd61844edd7b8ba4baa0da39b598557d72ec706c,18d3f60af18b67d3fbcdcab6bfed94ce7fee6ddb4c747fe4ffbdfa5f638747d4,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2022-10-20,284,50077.72,Róisín
c47ebe72dc3a2893a15174a6c093f4acad7a077df6fa698b3d4c316d8b2ab325,b07238fe228374e83393927c6ba36313384e0381f8f5c0b212fef30c04440cb8,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-21,4761,48419.37,Ravi
2086b883938e4bc640227dc92935bcb8862c2fe6523a4cf6f5996fb761530d0b,66489bf71309842ed6774ef60d01211a847d8b23c7af31ca8736d3b82951ba08,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-21,587,26544.14,Ravi
0f9b311a8e8b48d53402d2b087290c7a9ea4fb00dd7e1b2c3b3ad3ccdf4038e7,e49f2829220ace9c60b322244820eb4b38413df0188177a9c686bc78adf78274,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2022-10-21,356,62773.48,Zuri
8b99916aded9af15d1635e35da038831c20924938ea35666f176fa5d7646a781,3c69ed81e4d187ec56720ea68f1bed5000ec93c4243bbdf034944ea86b3de9ed,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-21,7097,320926.34,Róisín
de771b0a105c84a902ca9ac461758439ca7b838a2b95f6a13afad160a9d7fd39,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-21,7124,72451.08,Liam
d7508e75bd7e54d88e3668085557bbbb459453ab26ec03646bafb7625075cd24,5b95da2d3df4ee4675da425ef77af7c2a59f108030bb0344e6a6924aed5c042a,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-24,5937,60379.29,Liam
65a2b2417007ae40ce1b56f68fdfdbd38e1d85021864f41e7b9ce18a9d40f17e,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-24,8301,84421.17,Leslie
4a444e27b858bf82025d0b344afbd88305265b408c399956e235cd17727db3b4,e49f2829220ace9c60b322244820eb4b38413df0188177a9c686bc78adf78274,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-24,5625,57206.25,Zuri
04442f336f473b049b8f0ee3690a38eb80fb90a5d862fda6eabed581b0ac1f11,55cf0070006fe2ec412214c3923e98c8d708ca148cc2f0f062b8e32e55c59f57,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-24,10797,683234.16,Róisín
2b0607c49f2d11be55e2e00304d8ac144a5900bb82d1b5d9b1a2405de57193d1,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-24,5847,369998.16,Zuri
86bb6a2319b6e8ac6e7c4f0108e625978d9447cc503a62d8e36ba8492efebefb,66489bf71309842ed6774ef60d01211a847d8b23c7af31ca8736d3b82951ba08,f6aed4fe9e1e49b8edc9aec1436f8c2d6f49372789a6cbe3a04718664d272660,2022-10-24,425,18627.75,Ravi
dab25eed9d9d31a84b5f08cca8271deebaa1b69d2902cb2031ca82f985e09576,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-24,9646,610398.88,Zuri
ab26644646efad981be7b03192438a2183298126c278e20493f2869ece8573a4,57c77ecca6c4fef52b17cf2d79ed696804058eb1a8a845bc64190cd268cbdd6a,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-25,9013,407567.86,Róisín
33679030a680f82f27c52195f2df9309d0d846d440cc31ac591a01297bb9b6b1,4336649b401094cd607af35dcedc463e1528d93d65ea1e3c5bb314213e98ec32,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-25,8311,525920.08,Leslie
30aae560ce0a3972dc3f50351720e01b23781624046c4cc447523790793cdccd,5b95da2d3df4ee4675da425ef77af7c2a59f108030bb0344e6a6924aed5c042a,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-25,7364,74891.88,Róisín
bee686e3fcc9f3886386d09a5bbd6f4779d852c8bb282b0b6185be70704d9207,01d7adfdcc31a6b35deaccbe8de5cba72e9f843f48ae4e3945f42a40dd768715,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-25,6053,383033.84,Ravi
a559ffbbf797ae704128bdc877cc92716fb9da80d0c9f0ec6e42c23e4652d0f8,2ff5b0ebc9b2c50adf33562a0e6686dbda9afb06f96364727f8719cc21a21754,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-25,566,5756.22,Ravi
58d15b072ff2a6593f6d28a2d335006deb119f7a88b83f0f04b913231aea4c14,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-25,8456,535095.68,Leslie
8535ef1089f557f019e2fa787114fa1819dadf2106ea8f0b82f86e57f914ea2d,66489bf71309842ed6774ef60d01211a847d8b23c7af31ca8736d3b82951ba08,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-25,219,13858.32,Róisín
f8dac969c272aabb2ba0adebac1b711f0f174a8288053069be5391c65bb027c3,1bc83272d84234ac88aada74c7119502aa0e54a2f32b8b0786a76370c5260c96,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-25,167,1698.39,Ravi
fabe1f519ce6f051ce768bda372a3e32059c13ea3f191380b04a004b83caa61b,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,f6aed4fe9e1e49b8edc9aec1436f8c2d6f49372789a6cbe3a04718664d272660,2022-10-26,2930,128421.9,Róisín
b2739ffce4a91e9880373035f1a135a3772577ebe8a9e985482de17ccedccefd,d6703c0aee6795574fa595f16eb50d10d760f6dffc0fa2f4d220b3bc4741d998,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-26,346,3518.82,Ravi
2c9fa506526e2b23545345c0a1efe9c815b2c429078b653fe4bea62113636a9b,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-26,8812,89618.04,Róisín
07de4a4bc40e03bd155d97c69bd4b23ec65fd9caf7a0722dfea63d435445458f,eec47c0810c599d8920060e80bc6a27c7363c2090eee39095c04f25b65cd4e7d,4544538272cb5caaa6ccddfe71173c9d79dc60561e550f93c2b8fefc0ad817a8,2022-10-26,8337,3026497.74,Ravi
982b0bc6c3feb1654cc591b308f061c2bdfe67fdfb634abd78f562ecda15874d,96484cccb4c2949ac2eafbef707b4db33491a071ec486108f7c094db49ef4af3,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-26,261,2654.37,Zuri
ad6fc94e2a663a8989f7238cc0e2427eb8b8ff0a464fff43d68ee9e1ac82aac4,b1ace9b0b7dc34716911940d4e2cf51d4c6e735f12b219365d79efa0386625d0,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-26,7470,75969.9,Róisín
28f67755e2432c2233b3c5573c2abd62455bc3033460d58f8afa336e1fa64913,1bc83272d84234ac88aada74c7119502aa0e54a2f32b8b0786a76370c5260c96,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-26,428,27083.84,Róisín
071dcb548fb1a3d5650c1d3ebade677c7c0537139dcb2e4b7fbb05cad70f7598,c83f47a6f374d0b5740d69c8f63b69819f13ac20c8c3b1bb2da1238d04c462cc,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-27,7391,334221.02,Ravi
76b0bf253c0d17b6f275cc641729eda42ebed851893da32c132515023ab1e4e1,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-27,3166,143166.52,Leslie
1a0e91f519c0393d7d327f110988b2358b5fb944149f79840d417a0d279a7033,845ceb8dff59b2fdfc501841bbcff0818c7fb8d28ee83fc3f50574a16ab45400,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-27,7340,331914.8,Ravi
b2c90b16a2864cf16993f00192cdb13ee656ac6cd53f745acd473a25224cd05d,8d52c5ee3e8a674ef54a51e3b1cb32948f1474ad8dad0ffa628b42bc3f4cf4e1,f6aed4fe9e1e49b8edc9aec1436f8c2d6f49372789a6cbe3a04718664d272660,2022-10-27,9,394.47,Zuri
76cb289ca78c771bb14db863a4113e6301261a3bc914ecdc211c7f9037ddb065,c7fb2ab608de523bf0f2be15f54f041b071feafb26aafe1ab17d43d9cc810069,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-28,228,14427.84,Ravi
171bb8faae3a5b2d210aaf5d57da0ea8dee2d4d05d6760d33aac71861d9a1cc2,5b95da2d3df4ee4675da425ef77af7c2a59f108030bb0344e6a6924aed5c042a,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-28,235,14870.8,Zuri
8c7f435bbf6bb8c1e6c612fc347320f244ba7aa379e3d45a5ae749177181a305,01d7adfdcc31a6b35deaccbe8de5cba72e9f843f48ae4e3945f42a40dd768715,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-28,10980,111666.6,Róisín
346959ce46ed84f6fe9be56a7691364ef5fde7fb2e964757131b6b077308984a,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-28,516,32652.48,Harry
5c075290e921279538ad0cbf9786e8855bd2c7f97a066c94d059d313cb34273b,2ff5b0ebc9b2c50adf33562a0e6686dbda9afb06f96364727f8719cc21a21754,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-28,195,8817.9,Ravi
0973288c77f97c9245c444f90526bc6137bc40b48200197fd5bb6134f618f165,57c77ecca6c4fef52b17cf2d79ed696804058eb1a8a845bc64190cd268cbdd6a,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-28,441,19942.02,Róisín
dea7966ebd885a67ecc64194d61d09fed744b8619a5c553ca40c79205e3362b3,66489bf71309842ed6774ef60d01211a847d8b23c7af31ca8736d3b82951ba08,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-28,682,6935.94,Ravi
33e13051bf61ccde8856f37f50e492cb1c84566b722b310acece1d807f57b3e8,adea484e43c1b41edfd7032a54d7fccc4fb541fbdc1b2a6ffd40ab58583fc520,e3ee9785c02b31972ff02225909e6000d5d367b1943276674d746d05c074c946,2022-10-28,6167,154113.33,Ravi
e03561822ee2eb2da08d5f6f890830660cfd611e01677a2cf70b09fb6ff4673e,6d95f5eaab595da01c0de61be38e24c525f7dc17889430cd4828acd950cabb12,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-28,6057,61599.69,Ravi
c24628e0c17541c8eb1047d754441068030a058892e09b1e2281c6ab162a6252,2ff5b0ebc9b2c50adf33562a0e6686dbda9afb06f96364727f8719cc21a21754,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-29,3205,32594.85,Róisín
eb266a6ddf70e17e5bfe90b8c7bea516ede902968b2364528e3fe32719d41fba,83c5e05c2ff7ad212ad0ab2e98e0c6e8d812539b9fb16b2b84a75bb0bc3f7cd0,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-30,10383,657036.24,Róisín
cd0612712f91182ead3aaf4339a2f2779c5bc8abb6c6336ed0a8c66530144b9c,2096a40b930bdf8a44eb25f63fc274b17e017cff33d0c279b18633fdb50cce8d,e42ee89c57d2c95d2e0e553f0bf7fc3091005ceb538794f6c7c233d645560135,2022-10-31,93,4205.46,Zuri
4e25079142739423b7d7cdda0a5151400ee986a0ec14d7a8cf64e190a7e1e7f6,01d7adfdcc31a6b35deaccbe8de5cba72e9f843f48ae4e3945f42a40dd768715,b3d4b62383a78d2c3bcb57bb1e358f0a56057fa69aa6e1c05974e9fc4d44b56f,2022-10-31,8202,1446258.66,Ravi
c6b3efc496c7eabd69a2596c96fb7bacc652d49811a4be0df0bb37196a37ea02,845ceb8dff59b2fdfc501841bbcff0818c7fb8d28ee83fc3f50574a16ab45400,9e3fa58790ff5e7b181e6d169722ce844fa8519d81a5b7ef8837ea39e3a36159,2022-10-31,480,30374.4,Leslie
53b87d41de61b0eb5ef6562222f1f3bcd5b5ce1da053e57f47b6ed23d7aa8502,55cf0070006fe2ec412214c3923e98c8d708ca148cc2f0f062b8e32e55c59f57,37d0e7fd7950668c205f6c2ee07233b4537099d598766b50fda58004af8c4eb0,2022-10-31,448,4556.16,Ravi
